,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,OMA|FHGLASM,KO|K02256
Q4GWJ5,,,,Q4GWJ5_GALSO,,
Q4GWK8,,,,Q4GWK8_GALLA,,
Q4GWM1,,,,Q4GWM1_GALVA,,
Q4GWN4,,,,Q4GWN4_CHICK,,
Q4GWP7,,,,Q4GWP7_CHICK,,
Q4GWR0,,,,Q4GWR0_CHICK,,
Q4GWS3,,,,Q4GWS3_GALSO,,
Q4JCF7,,Q4JCF7_SULAC,,,,
Q4JQI5,,COX1_TETNG,,COX1_TETNG,,
Q4JX19,,Q4JX19_CORJK,,,,
Q4K6L8,,Q4K6L8_PSEF5,,,,
Q4K7G7,,Q4K7G7_PSEF5,,,,
Q4KKL9,,Q4KKL9_PSEF5,,,,
Q4KNE4,,,,Q4KNE4_9PRIM,,
Q4KNP1,,Q4KNP1_PONPY,,,,
Q4KRG5,,,,Q4KRG5_BRABE,,
Q4KW65,,,,Q4KW65_9TELE,,
Q4KW66,,,,Q4KW66_9TELE,,
Q4KW67,,,,Q4KW67_9TELE,,
Q4KW68,,,,Q4KW68_9TELE,,
Q4KW69,,,,Q4KW69_9TELE,,
Q4KW70,,,,Q4KW70_9TELE,,
Q4KW71,,,,Q4KW71_9TELE,,
Q4KW72,,,,Q4KW72_9TELE,,
Q4KW73,,,,Q4KW73_9TELE,,
Q4KW74,,,,Q4KW74_9TELE,,
Q4KW75,,,,Q4KW75_9TELE,,
Q4KW76,,,,Q4KW76_9TELE,,
Q4KW77,,,,Q4KW77_9TELE,,
Q4KW78,,,,Q4KW78_9TELE,,
Q4KW79,,,,Q4KW79_9TELE,,
Q4KW80,,,,Q4KW80_9TELE,,
Q4KW81,,,,Q4KW81_9TELE,,
Q4KW82,,,,Q4KW82_9TELE,,
Q4KW83,,,,Q4KW83_9TELE,,
Q4KW85,,,,Q4KW85_GIUMA,,
Q4KW86,,,,Q4KW86_GIUMA,,
Q4KW87,,,,Q4KW87_GIUMA,,
Q4KW88,,,,Q4KW88_9TELE,,
Q4KW89,,,,Q4KW89_9TELE,,
Q4KW90,,,,Q4KW90_9TELE,,
Q4KW91,,,,Q4KW91_9TELE,,
Q4KW92,,,,Q4KW92_9TELE,,
Q4KW93,,,,Q4KW93_9TELE,,
Q4KW94,,,,Q4KW94_GOBBR,,
Q4KW95,,,,Q4KW95_9TELE,,
Q4KW96,,,,Q4KW96_9TELE,,
Q4KW97,,,,Q4KW97_9TELE,,
Q4KW99,,,,Q4KW99_9TELE,,
Q4KWA0,,,,Q4KWA0_9TELE,,
Q4KWA1,,,,Q4KWA1_9TELE,,
Q4KWA2,,,,Q4KWA2_9TELE,,
Q4KWA3,,,,Q4KWA3_9TELE,,
Q4KWA4,,,,Q4KWA4_9TELE,,
Q4KWA5,,,,Q4KWA5_9TELE,,
Q4KWA6,,,,Q4KWA6_9TELE,,
Q4KWA7,,,,Q4KWA7_9TELE,,
Q4KWA8,,,,Q4KWA8_9TELE,,
Q4KWA9,,,,Q4KWA9_9TELE,,
Q4KWB0,,,,Q4KWB0_9TELE,,
Q4KWB1,,,,Q4KWB1_9TELE,,
Q4KWB2,,,,Q4KWB2_9TELE,,
Q4KWB3,,,,Q4KWB3_9TELE,,
Q4KWB4,,,,Q4KWB4_9TELE,,
Q4KWB5,,,,Q4KWB5_9TELE,,
Q4KWB6,,,,Q4KWB6_9TELE,,
Q4KWB8,,,,Q4KWB8_9TELE,,
Q4KWB9,,,,Q4KWB9_9TELE,,
Q4KWC0,,,,Q4KWC0_9TELE,,
Q4KWC1,,,,Q4KWC1_CALGD,,
Q4KWC2,,,,Q4KWC2_9TELE,,
Q4KWC3,,,,Q4KWC3_9TELE,,
Q4KWC4,,,,Q4KWC4_9TELE,,
Q4KWC5,,,,Q4KWC5_9TELE,,
Q4KWC6,,,,Q4KWC6_9TELE,,
Q4KWC7,,,,Q4KWC7_9TELE,,
Q4L2C2,,,,Q4L2C2_9AVES,,
Q4L2D5,,,,Q4L2D5_9AVES,,
Q4L564,,QOX1_STAHJ,,,,
Q4QYB4,,,,Q4QYB4_OKAKE,,
Q4R1D7,,,,Q4R1D7_CERNI,,
Q4U1E0,,,,Q4U1E0_9TELE,,
Q4UJ69,,COX1_THEAN,,,,
Q4ULU5,,COX1_RICFE,,,,
Q4UPS9,,Q4UPS9_XANC8,,,,
Q4US44,,Q4US44_XANC8,,,,
Q4VFI9,,,,Q4VFI9_HUMAN,,
Q4VJ25,,,,Q4VJ25_9SAUR,,
Q4W6H2,,,,Q4W6H2_RHASC,,
Q4XDQ5,,,,,,Q4XDQ5_PLACH
Q4XXN6,,,,,,Q4XXN6_PLACH
Q4XZG5,,,,,,Q4XZG5_PLACH
Q4ZF72,,,,Q4ZF72_HUMAN,,
Q4ZGF5,,,,Q4ZGF5_9TELE,,
Q4ZGH8,,,,Q4ZGH8_BRACA,,
Q4ZXC6,,Q4ZXC6_PSEU2,,,,
Q506L7,,,,Q506L7_9TELE,,
Q50DK8,,,,Q50DK8_CHLAE,,
Q50ET9,,,,Q50ET9_9SAUR,,
Q50HK3,,,,Q50HK3_LARDO,,
Q50HL2,,,,Q50HL2_GAVST,,
Q53U49,,,,Q53U49_CERNI,,
Q57EP9,,,,,Q57EP9_BRUAB,
Q587N0,,,,Q587N0_CERNY,,
Q588F1,,,,Q588F1_BRALA,,
Q58F66,,,,Q58F66_MYSTU,,
Q58F79,,,,Q58F79_CHODI,,
Q58F92,,,,Q58F92_BRAVA,,
Q58FB5,,,,Q58FB5_BOMOR,,
Q58ID4,,,,Q58ID4_9PICI,,
Q58J07,,,,Q58J07_9PICI,,
Q58J09,,,,Q58J09_SPHVA,,
Q58J10,,,,Q58J10_LEUVI,,
Q58J11,,,,Q58J11_COLRB,,
Q58J12,,,,Q58J12_9PICI,,
Q58J13,,,,Q58J13_PICAL,,
Q58J14,,,,Q58J14_MELCR,,
Q58J16,,,,Q58J16_9PICI,,
Q58J17,,,,Q58J17_9PICI,,
Q58J18,,,,Q58J18_9PICI,,
Q58L38,,,,Q58L38_9PICI,,
Q58L39,,,,Q58L39_9PICI,,
Q58L40,,,,Q58L40_9PICI,,
Q58L41,,,,Q58L41_9PICI,,
Q58L42,,,,Q58L42_9PICI,,
Q58L43,,,,Q58L43_PICCA,,
Q58L44,,,,Q58L44_9PICI,,
Q58L45,,,,Q58L45_9PICI,,
Q58L46,,,,Q58L46_9PICI,,
Q58L47,,,,Q58L47_MELER,,
Q58L48,,,,Q58L48_9PICI,,
Q58L49,,,,Q58L49_9PICI,,
Q58L50,,,,Q58L50_9PICI,,
Q58L51,,,,Q58L51_9PICI,,
Q58L52,,,,Q58L52_9PICI,,
Q58L53,,,,Q58L53_9PICI,,
Q58L54,,,,Q58L54_9PICI,,
Q58L55,,,,Q58L55_CELFV,,
Q58L56,,,,Q58L56_CELEE,,
Q58L57,,,,Q58L57_9PICI,,
Q58QD1,,,,Q58QD1_9TELE,,
Q598T6,,,,Q598T6_CAPMR,,
Q598U9,,,,Q598U9_EUBJA,,
Q598W2,,,,Q598W2_EUBAS,,
Q599A1,,,,COX1_BALBO,,
Q599B4,,,,Q599B4_BALBR,,
Q599E0,,,,Q599E0_MEGNO,,
Q599F3,,,,Q599F3_BALBN,,
Q5BNI0,,,,Q5BNI0_9PICI,,
Q5BNI1,,,,Q5BNI1_9PICI,,
Q5BNI2,,,,Q5BNI2_9PICI,,
Q5BNI3,,,,Q5BNI3_9PICI,,
Q5BNI4,,,,Q5BNI4_9PICI,,
Q5BNI5,,,,Q5BNI5_9PICI,,
Q5BNI6,,,,Q5BNI6_9PICI,,
Q5BNI7,,,,Q5BNI7_9PICI,,
Q5BNI8,,,,Q5BNI8_9PICI,,
Q5BNI9,,,,Q5BNI9_9PICI,,
Q5BNJ0,,,,Q5BNJ0_9PICI,,
Q5BNJ1,,,,Q5BNJ1_9PICI,,
Q5BNJ2,,,,Q5BNJ2_9PICI,,
Q5BNJ3,,,,Q5BNJ3_9PICI,,
Q5BNJ4,,,,Q5BNJ4_9PICI,,
Q5BNJ5,,,,Q5BNJ5_9PICI,,
Q5BNJ6,,,,Q5BNJ6_9PICI,,
Q5BNJ7,,,,Q5BNJ7_9PICI,,
Q5BNJ8,,,,Q5BNJ8_9PICI,,
Q5BNJ9,,,,Q5BNJ9_9PICI,,
Q5BU83,,,,Q5BU83_COLGU,,
Q5BU96,,,,Q5BU96_TRAOB,,
Q5CD63,,,,Q5CD63_9SAUR,,
Q5D6F9,,,,Q5D6F9_9NEOB,,
Q5DTE1,,,,Q5DTE1_LATME,,
Q5EIH3,,,,Q5EIH3_9TELE,,
Q5EXC4,,,,Q5EXC4_AMBCA,,
Q5EXD7,,,,Q5EXD7_9SALA,,
Q5EXF0,,,,Q5EXF0_9SALA,,
Q5EXG3,,,,Q5EXG3_AMBTI,,
Q5EXH6,,,,Q5EXH6_AMBME,,
Q5FGC4,,Q5FGC4_EHRRG,,,,
Q5FX48,,,,Q5FX48_ONCCL,,
Q5G7I8,,,,Q5G7I8_XENTR,,Q5G7I8_XENTR
Q5G7X6,,,,Q5G7X6_CRORS,,
Q5G7Y9,,,,Q5G7Y9_CRORS,,
Q5GA82,,,,Q5GA82_MUSMM,,
Q5GM82,,,,Q5GM82_9TELE,,
Q5GM97,,,,Q5GM97_9TELE,,
Q5GMB6,,,,Q5GMB6_9TELE,,
Q5GMC9,,,,Q5GMC9_9TELE,,
Q5GME2,,,,Q5GME2_9TELE,,
Q5GMF5,,,,Q5GMF5_9TELE,,
Q5GSX8,,Q5GSX8_WOLTR,,,,
Q5HAA7,,Q5HAA7_EHRRW,,,Q5HAA7_EHRRW,
Q5HH24,,QOX1_STAAC,,,,
Q5HQB0,,QOX1_STAEQ,,,,
Q5I1A1,,,,Q5I1A1_HERJA,,
Q5J672,,,,Q5J672_9PASE,,
Q5J682,,,,Q5J682_9PASE,,
Q5KT37,,,,Q5KT37_DOLNA,,
Q5MA75,,,,Q5MA75_SHEEP,Q5MA75_SHEEP,Q5MA75_SHEEP
Q5MQN1,,,,Q5MQN1_9ANUR,,
Q5MQP4,,,,Q5MQP4_BOMOR,,
Q5MQQ7,,,,Q5MQQ7_ALYOB,,
Q5N1X3,,Q5N1X3_SYNP6,,,,
Q5N686,,,,Q5N686_ANGRO,,
Q5N699,,,,Q5N699_ANGRE,,
Q5N6B2,,,,Q5N6B2_9TELE,,
Q5N6C5,,,,Q5N6C5_9TELE,,
Q5N6D8,,,,Q5N6D8_9TELE,,
Q5N6F1,,,,Q5N6F1_ANGMO,,
Q5N6G4,,,,Q5N6G4_9TELE,,
Q5N6H7,,,,Q5N6H7_ANGMA,,
Q5N6J0,,,,Q5N6J0_ANGIN,,
Q5N6K3,,,,Q5N6K3_ANGDI,,
Q5N6L6,,,,Q5N6L6_9TELE,,
Q5N6M9,,,,Q5N6M9_9TELE,,
Q5N6P2,,,,Q5N6P2_9TELE,,
Q5N6Q5,,,,Q5N6Q5_9TELE,,
Q5N6R8,,,,Q5N6R8_ANGAU,,
Q5N6T1,,,,Q5N6T1_ANGAU,,
Q5N6U4,,,,Q5N6U4_ANGAN,,
Q5NUN5,,,,Q5NUN5_CARAU,,
Q5P1W4,,Q5P1W4_AROAE,,,,
Q5P1W5,,Q5P1W5_AROAE,,,,
Q5P2F1,,Q5P2F1_AROAE,,,,
Q5P901,,Q5P901_AROAE,,,,
Q5P9Y9,,Q5P9Y9_ANAMM,,,Q5P9Y9_ANAMM,
Q5QRZ9,,,,Q5QRZ9_NOTTY,,
Q5QS12,,,,Q5QS12_POTTR,,
Q5QS25,,,,Q5QS25_PERGU,,
Q5QS38,,,,Q5QS38_MACLA,,
Q5QS51,,,,Q5QS51_PSEPE,,
Q5QS64,,,,Q5QS64_PHATA,,
Q5QS77,,,,Q5QS77_TARRO,,
Q5QS90,,,,Q5QS90_SMIDO,,
Q5QSA3,,,,Q5QSA3_METNU,,
Q5R2T3,,,,Q5R2T3_TRATR,,
Q5S9T0,,,,Q5S9T0_HUMAN,,
Q5SJ79,,COX1_THET8,,,,
Q5TMC9,,,,Q5TMC9_9BRAN,,
Q5TME2,,,,Q5TME2_9BRAN,,
Q5U9P1,,,,Q5U9P1_9TELE,,
Q5V018,,Q5V018_HALMA,,,,
Q5V2N6,,Q5V2N6_HALMA,,,Q5V2N6_HALMA,
Q5V2Z7,,Q5V2Z7_HALMA,,,,
Q5V3P4,,Q5V3P4_HALMA,,,,
Q5VCE0,,,,Q5VCE0_MYXAS,,
Q5VHD5,,,,Q5VHD5_9NEOB,,
Q5VHE8,,,,Q5VHE8_9SALA,,
Q5VHG1,,,,Q5VHG1_MICHE,,
Q5VHH4,,,,Q5VHH4_KALPU,,
Q5VHI7,,,,Q5VHI7_ICHBA,,
Q5VHK0,,,,Q5VHK0_HYLCI,,
Q5VHL3,,,,Q5VHL3_DUTME,,
Q5VHM6,,,,Q5VHM6_9ANUR,,
Q5WA42,,,,Q5WA42_SCOSC,,
Q5WFD3,,Q5WFD3_BACSK,,,,
Q5WG34,,Q5WG34_BACSK,,,,
Q5WPA6,,,,Q5WPA6_BUBBU,,
Q5WSR6,,Q5WSR6_LEGPL,,,Q5WSR6_LEGPL,
Q5X0Y5,,Q5X0Y5_LEGPA,,,Q5X0Y5_LEGPA,
Q5X8F8,,Q5X8F8_LEGPA,,,,
Q5XL38,,,,Q5XL38_PANGG,,
Q5XRR7,,,,Q5XRR7_HUMAN,,
Q5XS99,,,,Q5XS99_HUMAN,,
Q5XT74,,,,Q5XT74_HUMAN,,
Q5Y4Q8,,,,COX1_BOSMU,,
Q5YRP8,,COX1A_NOCFA,,,,
Q5Z0K2,,COX1B_NOCFA,,,,
Q5Z430,,,,Q5Z430_9LABR,,
Q5Z5P0,,,,Q5Z5P0_NUMME,,
Q5ZNA8,,,,Q5ZNA8_ZAGBR,,
Q5ZRI5,,Q5ZRI5_LEGPH,,,Q5ZRI5_LEGPH,
Q635Y3,,Q635Y3_BACCZ,,,,
Q63FU3,,Q63FU3_BACCZ,,,,
Q644B1,,,,Q644B1_9SALA,,
Q644C4,,,,Q644C4_9SALA,,
Q644D7,,,,Q644D7_9SALA,,
Q644F0,,,,Q644F0_9SALA,,
Q644G3,,,,Q644G3_9SALA,,
Q644H6,,,,Q644H6_9SALA,,
Q644I9,,,,Q644I9_9SALA,,
Q644K2,,,,Q644K2_BATAT,,
Q644L5,,,,Q644L5_9SALA,,
Q644M7,,,,Q644M7_9SALA,,
Q644P1,,,,Q644P1_9SALA,,
Q644Q4,,,,Q644Q4_9SALA,,
Q644R7,,,,Q644R7_9SALA,,
Q644T0,,,,Q644T0_9SALA,,
Q644U3,,,,Q644U3_BATWR,,
Q644V6,,,,Q644V6_9SALA,,
Q644W9,,,,Q644W9_9SALA,,
Q644Y2,,,,Q644Y2_AMBLA,,
Q644Z5,,,,Q644Z5_9SALA,,
Q645A8,,,,Q645A8_9SALA,,
Q645C1,,,,Q645C1_9SALA,,
Q645D4,,,,Q645D4_9SALA,,
Q645E7,,,,Q645E7_9SALA,,
Q645G0,,,,Q645G0_9SALA,,
Q64HW9,,,,Q64HW9_BIPCA,,
Q64JP3,,,,Q64JP3_9AMPH,,
Q64JQ6,,,,Q64JQ6_SCOVT,,
Q64JR9,,,,Q64JR9_RHIBI,,
Q64JT2,,,,Q64JT2_ICHGL,,
Q64JU5,,,,Q64JU5_GEGRA,,
Q65CJ1,,Q65CJ1_MONDO,,Q65CJ1_MONDO,Q65CJ1_MONDO,Q65CJ1_MONDO
Q65DL2,,Q65DL2_BACLD,,,,
Q65K11,,Q65K11_BACLD,,,,
Q66SD6,,,,Q66SD6_BIPCA,,
Q66SJ3,,,,Q66SJ3_BIPBI,,
Q66SL2,,,,Q66SL2_BIPBI,,
Q66SN2,,,,Q66SN2_9SAUR,,
Q66SQ2,,,,Q66SQ2_9SAUR,,
Q66SS0,,,,Q66SS0_9SAUR,,
Q66ST9,,,,Q66ST9_GEOAC,,
Q66SV8,,,,Q66SV8_AMPSC,,
Q66SX6,,,,Q66SX6_DIPZA,,
Q66SZ4,,,,Q66SZ4_RHIFL,,
Q679J2,,,,Q679J2_NEOVI,,
Q679J3,,,,Q679J3_GULGU,,
Q679J4,,,,Q679J4_ARCAU,,
Q679J5,,,,Q679J5_OTABY,,
Q679J6,,,,Q679J6_9CARN,,
Q679J7,,,,Q679J7_PHOLR,,
Q679J8,,,,Q679J8_PHOHI,,
Q679J9,,,,Q679J9_PAGGO,,
Q679K0,,,,Q679K0_CYSCR,,
Q679K1,,,,Q679K1_ERIBA,,
Q679K2,,,,Q679K2_MONMN,,
Q679K3,,,,Q679K3_MONSC,,
Q679K4,,,,Q679K4_MIRLE,,
Q679K5,,,,Q679K5_MIRAN,,
Q679K7,,,,Q679K7_LEPWE,,
Q679K9,,,,Q679K9_HYDLE,,
Q679L0,,,,Q679L0_HYDLE,,
Q679L1,,,,Q679L1_OMMRO,,
Q679L3,,,,Q679L3_LOBCR,,
Q68GB1,,,,Q68GB1_9TELE,,
Q68GD8,,,,Q68GD8_BUBBU,,
Q68MA5,,,,Q68MA5_VIRGI,,
Q68MB4,,,,Q68MB4_SOMMO,,
Q68MC0,,,,Q68MC0_ZONLE,,
Q68MC1,,,,Q68MC1_MEGAL,,
Q68MD6,,,,Q68MD6_MELLN,,
Q68ME3,,,,Q68ME3_SURUL,,
Q68ME5,,,,Q68ME5_PARNO,,
Q68ME8,,,,Q68ME8_HALLE,,
Q68MF3,,,,Q68MF3_ANTCR,,
Q68MG1,,,,Q68MG1_PICHU,,
Q68MG3,,,,Q68MG3_MEGAS,,
Q68MG6,,,,Q68MG6_STUMA,,
Q68MG7,,,,Q68MG7_PARNO,,
Q68MI6,,,,Q68MI6_AEGFU,,
Q68MI7,,,,Q68MI7_PANHA,,
Q68MI8,,,,Q68MI8_AEGFU,,
Q68MI9,,,,Q68MI9_POEHU,,
Q68MJ7,,,,Q68MJ7_PSIFL,,
Q68MJ9,,,,Q68MJ9_BUBSC,,
Q68ML5,,,,Q68ML5_OPOPH,,
Q68MM9,,,,Q68MM9_DENCO,,
Q68MN1,,,,Q68MN1_BUBID,,
Q68MN3,,,,Q68MN3_CORCF,,
Q68MN7,,,,Q68MN7_DENPE,,
Q68MQ7,,,,Q68MQ7_CIRCY,,
Q68MQ8,,,,Q68MQ8_LARMA,,
Q68MR6,,,,Q68MR6_STRVA,,
Q68MR7,,,,Q68MR7_CIRCY,,
Q68MR9,,,,Q68MR9_CISPA,,
Q68MS0,,,,Q68MS0_BUCAL,,
Q68MT3,,,,Q68MT3_CARCD,,
Q68MU1,,,,Q68MU1_AECOC,,
Q68MW1,,,,Q68MW1_BOTLE,,
Q68MZ5,,,,Q68MZ5_CYGBU,,
Q68MZ8,,,,Q68MZ8_LOPCU,,
Q68N08,,,,Q68N08_NYCNY,,
Q68N20,,,,Q68N20_EREAL,,
Q68N25,,,,Q68N25_CALFA,,
Q68N54,,,,Q68N54_BUTLA,,
Q68N82,,,,Q68N82_CALMN,,
Q68NE1,,,,Q68NE1_PLUSQ,,
Q68SN5,,,,Q68SN5_THOMO,,
Q68SN6,,,,Q68SN6_CRATY,,
Q68SN7,,,,Q68SN7_CRAGY,,
Q695U8,,,,Q695U8_9SAUR,,
Q695V6,,,,Q695V6_9SAUR,,
Q695V7,,,,Q695V7_9SAUR,,
Q695W0,,,,Q695W0_9SAUR,,
Q69AX2,,,,Q69AX2_9GOBI,,
Q69G33,,,,Q69G33_PIG,,
Q69GF8,,,,Q69GF8_PIG,,
Q69IA2,,,,Q69IA2_PAUUN,,
Q69IA3,,,,Q69IA3_9GALL,,
Q69IA4,,,,Q69IA4_9GALL,,
Q69IA5,,,,Q69IA5_MITMI,,
Q69IA6,,,,Q69IA6_CRARU,,
Q69IA7,,,,Q69IA7_9GALL,,
Q69IA8,,,,Q69IA8_CRAFA,,
Q69IA9,,,,Q69IA9_9GALL,,
Q69IB0,,,,Q69IB0_9GALL,,
Q69IB1,,,,Q69IB1_CRAAL,,
Q6B0M5,,,,Q6B0M5_9TELE,,
Q6B3D5,,,,Q6B3D5_PELSI,,Q6B3D5_PELSI
Q6DKT1,,,,Q6DKT1_MAURE,,
Q6DN58,,,,,,AI3_KLULA
Q6EGH1,,,,Q6EGH1_CHAPN,,
Q6EGH2,,,,Q6EGH2_THOMA,,
Q6EGH3,,,,Q6EGH3_THOTA,,
Q6EGH4,,,,Q6EGH4_THOBU,,
Q6EGH5,,,,Q6EGH5_THOUM,,
Q6EGH6,,,,Q6EGH6_THOBO,,
Q6EGH7,,,,COX1_ZYGTR,,
Q6EGH8,,,,COX1_GEOTE,,
Q6EGH9,,,,COX1_GEOBE,,
Q6EGI0,,,,COX1_PAPBU,,
Q6EGI2,,,,COX1_ORTGR,,
Q6EGI3,,,,COX1_ORTHI,,
Q6EGI4,,,,COX1_ORTUN,,
Q6EGI5,,,,COX1_ORTCH,,
Q6EGI6,,,,Q6EGI6_CRAME,,
Q6EGI7,,,,Q6EGI7_9RODE,,
Q6EGI8,,,,Q6EGI8_CRACA,,
Q6EGI9,,,,Q6EGI9_CRAFU,,
Q6EGJ0,,,,COX1_CRAZI,,
Q6EGJ1,,,,COX1_CRANE,,
Q6EH56,,,,Q6EH56_9PASE,,
Q6EH61,,,,Q6EH61_9PASE,,
Q6EH66,,,,Q6EH66_9PASE,,
Q6EH81,,,,Q6EH81_9PASE,,
Q6EH96,,,,Q6EH96_9PASE,,
Q6EHA6,,,,Q6EHA6_9PASE,,
Q6EHB1,,,,Q6EHB1_9PASE,,
Q6EHB6,,,,Q6EHB6_DENFS,,
Q6EMS9,,,,COX1_BOSIN,,
Q6F3T8,,,,Q6F3T8_THECH,,
Q6F3Z0,,,,Q6F3Z0_THECH,,
Q6F9R4,,Q6F9R4_ACIAD,,,,
Q6GAF3,,QOX1_STAAS,,,,
Q6GI24,,QOX1_STAAR,,,,
Q6I7T3,,,,Q6I7T3_VARKO,,
Q6I7U6,,,,Q6I7U6_9SAUR,,
Q6I7V9,,,,Q6I7V9_ABRGR,,
Q6I7X2,,,,Q6I7X2_9SAUR,,
Q6I7Y5,,,,Q6I7Y5_RENHU,,
Q6I800,,,,Q6I800_SCEOC,,
Q6IYH6,,,,Q6IYH6_MACMU,,Q6IYH6_MACMU
Q6J6X3,,,,Q6J6X3_HORSE,,
Q6KE57,,Q6KE57_APIME,,,,
Q6KZG3,,Q6KZG3_PICTO,,,,
Q6L7I5,,,,Q6L7I5_BUEBU,,
Q6MBY5,,Q6MBY5_PARUW,,,,
Q6NFM3,,COX1_CORDI,,,,
Q6PY55,,,,Q6PY55_PSEGL,,
Q6QTG9,,,,Q6QTG9_BOVIN,Q6QTG9_BOVIN,Q6QTG9_BOVIN
Q6R688,,,,Q6R688_POLSP,,
Q6R6A1,,,,Q6R6A1_ACIDA,,
Q6RKZ7,,,,Q6RKZ7_HUMAN,,
Q6RMP2,,,,Q6RMP2_HUMAN,,
Q6RN73,,,,Q6RN73_HUMAN,,
Q6RNG4,,,,Q6RNG4_HUMAN,,
Q6RRI3,,,,Q6RRI3_HUMAN,,
Q6RUI5,,,,Q6RUI5_SEBSC,,
Q6T1Z0,,,,Q6T1Z0_HUSHU,,
Q6UNK2,,,,Q6UNK2_CARC0,,
Q6UY98,,,,Q6UY98_9SAUR,,
Q6UYA3,,,,Q6UYA3_9SAUR,,
Q6UYA6,,,,Q6UYA6_9SAUR,,
Q6UYA8,,,,Q6UYA8_9SAUR,,
Q6UYA9,,,,Q6UYA9_9SAUR,,
Q6UYB0,,,,Q6UYB0_9SAUR,,
Q6UYB1,,,,Q6UYB1_9SAUR,,
Q6UYB3,,,,Q6UYB3_9SAUR,,
Q6UYB4,,,,Q6UYB4_9SAUR,,
Q6UYB5,,,,Q6UYB5_9SAUR,,
Q6UYB6,,,,Q6UYB6_9SAUR,,
Q6UYB7,,,,Q6UYB7_9SAUR,,
Q6VHV2,,,,Q6VHV2_HUMAN,,
Q6VLK7,,,,Q6VLK7_HUMAN,,
Q6VPY3,,,,Q6VPY3_CHINI,,
Q6VPY4,,,,Q6VPY4_MICSB,,
Q6VPY5,,,,Q6VPY5_MICAG,,
Q6VPY7,,,,Q6VPY7_MICAR,,
Q6VPY9,,,,Q6VPY9_ARVAM,,
Q6VPZ0,,,,Q6VPZ0_MYOGA,,
Q6VPZ1,,,,Q6VPZ1_MYOGA,,
Q6VPZ2,,,,Q6VPZ2_MOUSE,,
Q6VPZ4,,,,Q6VPZ4_CRORS,,
Q6VPZ6,,,,Q6VPZ6_NEOFO,,
Q6VPZ8,,,,Q6VPZ8_SORMI,,
Q6VQ00,,,,Q6VQ00_SORAR,,
Q6VQ04,,,,Q6VQ04_SORCO,,
Q6VV57,,,,Q6VV57_9PASS,,
Q6W6G4,,,,Q6W6G4_NINNO,,
Q6W6H7,,,,Q6W6H7_STRHB,,
Q6W6J0,,,,Q6W6J0_ANSSE,,
Q6YT21,,,,Q6YT21_9TELE,,
Q6YT34,,,,Q6YT34_9TELE,,
Q6Z7Y1,,,,Q6Z7Y1_MEGAT,,
Q6Z7Y7,,,,Q6Z7Y7_ELOSA,,
Q6ZLV6,,,,Q6ZLV6_9TELE,,
Q6ZLX2,,,,Q6ZLX2_SYNKA,,
Q6ZLY2,,,,Q6ZLY2_9TELE,,
Q6ZLZ7,,,,Q6ZLZ7_9TELE,,
Q70E05,,,,Q70E05_ACIST,,
Q70EA7,,,,Q70EA7_NEOFS,,
Q70ED3,,,,Q70ED3_DUTME,,
Q70EE6,,,,Q70EE6_AMBME,,
Q70RN2,,,,Q70RN2_PHOPH,,
Q70RP5,,,,Q70RP5_MONMO,,
Q70RQ8,,,,Q70RQ8_LAGAL,,
Q70RS1,,,,Q70RS1_PONBL,,
Q70RT4,,,,Q70RT4_INIGE,,
Q70RU7,,,,Q70RU7_PLAMN,,
Q70RW0,,,,Q70RW0_BERBI,,
Q70RX3,,,,Q70RX3_HYPAP,,
Q70RY6,,,,Q70RY6_KOGBR,,
Q70RZ9,,,,Q70RZ9_BALAC,,
Q70S12,,,,Q70S12_ESCRO,,
Q70S25,,,,Q70S25_CAPMR,,
Q70S38,,,,Q70S38_BALMY,,
Q70UU5,,,,Q70UU5_OCHPR,,
Q70XF7,,,,Q70XF7_DROGL,,
Q70XH0,,,,Q70XH0_THYEL,,
Q70XI3,,,,Q70XI3_CAEFU,,
Q70XJ6,,,,Q70XJ6_RHYRA,,
Q70YN3,,,,Q70YN3_MOUSE,,
Q710S0,,,,Q710S0_SPAEH,,
Q710T3,,,,Q710T3_JACJA,,
Q71KK5,,,,Q71KK5_PIG,Q71KK5_PIG,Q71KK5_PIG
Q71RV1,,,,Q71RV1_ACIJB,,
Q725F5,,Q725F5_LISMF,,,,
Q72B23,,Q72B23_DESVH,,,,
Q72H24,,Q72H24_THET2,,,,
Q72JK2,,Q72JK2_THET2,,,,
Q732C4,,Q732C4_BACC1,,,,
Q73DE1,,Q73DE1_BACC1,,,,
Q73VC3,,COX1_MYCPA,,,,
Q75UF7,,,,Q75UF7_CARC0,,
Q75VN0,,,,Q75VN0_PAGAU,,
Q764Q8,,,,Q764Q8_CERNY,,
Q76FA3,,,,Q76FA3_AUXTH,,
Q76FP7,,,,Q76FP7_9ASCI,,
Q76FP8,,,,Q76FP8_9ASCI,,
Q76FP9,,,,Q76FP9_STYPL,,
Q76FQ0,,,,Q76FQ0_9ASCI,,
Q76FQ1,,,,Q76FQ1_9ASCI,,
Q76G47,,,,Q76G47_AUXRO,,
Q76HH1,,,,Q76HH1_THUAA,,
Q76HI4,,,,Q76HI4_KATPE,,
Q76L16,,,,Q76L16_CHICK,,
Q76MA3,,,,Q76MA3_9TELE,,
